time,tavg,tmin,tmax,City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI
2017-04-21,32.2,24.3,40.4,Lucknow,2017-04-21,79.89,59.128,10.22,13.74,151.134,7.822,1.33,4.23,107.34,2.2,5.62,1.146,239.0
2017-04-22,33.4,26.8,32.1603819784525,Lucknow,2017-04-22,112.19,40.182,11.6,11.9,57.626,5.208,1.42,5.68,84.75,2.3,6.86,1.146,235.0
2017-04-23,31.6,19.737306753458093,38.1,Lucknow,2017-04-23,122.7,71.55,9.11,22.56,48.932,8.244,2.13,4.16,69.35,1.51,3.78,1.0699999999999998,278.0
2017-04-24,33.5,23.3,32.1603819784525,Lucknow,2017-04-24,122.53,110.912,11.28,35.52,43.054,8.512,1.88,5.19,94.63,1.67,3.67,1.0699999999999998,290.0
2017-04-25,33.5,19.737306753458093,32.1603819784525,Lucknow,2017-04-25,143.97,86.44399999999999,8.65,38.64,48.932,8.512,2.4,6.33,97.46,1.46,3.8,1.0699999999999998,272.0
2017-04-26,33.2,25.3,32.1603819784525,Lucknow,2017-04-26,130.82,89.838,9.9,40.52,39.54,8.228,1.37,6.8,102.2,1.8,4.73,1.146,313.0
2017-04-27,33.3,23.1,41.1,Lucknow,2017-04-27,119.93,89.838,9.88,36.53,34.446,8.512,1.38,6.98,96.12,1.45,3.53,1.276,304.0
2017-04-28,33.7,22.8,32.1603819784525,Lucknow,2017-04-28,100.51,111.614,8.38,31.68,34.446,8.943999999999999,1.2,6.05,103.57,1.35,3.33,1.276,260.0
2017-04-29,25.639869517941285,19.737306753458093,32.1603819784525,Lucknow,2017-04-29,124.07,173.01399999999998,18.11,57.45,36.198,9.006,1.64,7.71,96.8,2.0,5.18,1.146,264.0
2017-04-30,34.7,28.1,41.1,Lucknow,2017-04-30,83.5,99.146,12.28,46.16,48.61,9.006,3.23,5.54,127.74,2.0,5.18,1.0699999999999998,302.0
2017-05-01,31.7,24.8,40.6,Lucknow,2017-05-01,95.31,115.798,9.46,45.99,80.672,8.158,1.27,5.05,108.83,2.0,5.18,1.146,226.0
2017-05-02,32.3,10.1,41.1,Lucknow,2017-05-02,113.81,155.046,25.75,59.07,39.54,9.006,1.97,6.03,96.07,2.0,5.18,1.146,234.0
2017-05-03,35.7,22.2,32.1603819784525,Lucknow,2017-05-03,138.46,239.874,31.4,82.86,36.198,7.545999999999999,1.5,9.89,62.12,2.0,5.18,1.146,309.0
2017-05-04,34.2,19.737306753458093,42.1,Lucknow,2017-05-04,100.95,185.068,15.34,66.08,36.198,9.006,1.77,6.92,90.9,2.0,5.18,1.146,312.0
2017-05-05,32.7,22.6,32.1603819784525,Lucknow,2017-05-05,140.85,166.91400000000002,12.5,57.5,36.198,7.122,1.38,9.81,105.68,2.0,5.18,1.146,302.0
2017-05-06,35.5,24.2,32.1603819784525,Lucknow,2017-05-06,208.65,195.454,15.65,79.26,36.198,7.545999999999999,1.57,10.12,91.64,2.0,5.18,1.146,346.0
2017-05-07,34.5,25.1,44.0,Lucknow,2017-05-07,301.46,135.87399999999997,18.44,54.86,36.198,9.006,1.44,5.99,83.13,2.0,5.18,1.146,422.0
2017-05-08,33.0,19.737306753458093,41.4,Lucknow,2017-05-08,140.01,27.09,7.78,23.93,6.24,5.327999999999999,1.33,4.27,111.37,1.81,4.25,0.0,350.0
2017-05-09,31.7,21.4,32.1603819784525,Lucknow,2017-05-09,71.84,89.144,7.42,25.41,6.24,3.876,1.09,3.51,108.01,1.35,2.73,0.0,237.0
2017-05-10,31.6,24.0,38.6,Lucknow,2017-05-10,56.41,108.864,6.59,19.99,6.24,5.627999999999999,1.19,3.66,81.45,1.65,2.9,0.0,137.0
2017-05-11,34.2,25.8,41.1,Lucknow,2017-05-11,71.62,100.492,7.79,35.11,6.24,9.11,1.37,3.88,67.61,2.37,3.69,0.0,125.0
2017-05-12,35.2,27.4,32.1603819784525,Lucknow,2017-05-12,99.51,130.346,7.38,38.81,6.24,3.851999999999999,1.33,3.7,70.2,2.91,4.82,0.0,205.0
2017-05-13,36.2,19.737306753458093,32.1603819784525,Lucknow,2017-05-13,98.49,136.9,6.94,38.54,6.24,3.876,1.3,4.29,57.11,2.68,4.38,0.0,227.0
2017-05-14,37.1,27.1,32.1603819784525,Lucknow,2017-05-14,117.21,36.1,9.86,24.15,6.24,25.572,4.29,4.79,7.59,2.24,3.33,0.0,279.0
2017-05-15,36.5,28.2,32.1603819784525,Lucknow,2017-05-15,137.79,26.544,14.18,30.67,6.24,8.292,1.55,3.88,15.99,2.61,3.82,0.0,319.0
2017-05-16,35.5,26.8,43.4,Lucknow,2017-05-16,157.17,79.396,17.19,34.09,6.24,3.876,1.59,2.24,21.36,2.54,3.74,0.0,314.0
2017-05-17,28.4,19.737306753458093,41.6,Lucknow,2017-05-17,79.81,278.81600000000003,6.46,8.75,6.24,7.591999999999999,1.2,2.24,7.08,1.15,1.46,0.0,263.0
2017-05-18,33.0,21.5,32.1603819784525,Lucknow,2017-05-18,102.13,81.45599999999999,7.12,18.73,6.24,3.851999999999999,1.29,2.94,33.03,2.12,3.94,0.0,146.0
2017-05-19,33.9,26.0,32.1603819784525,Lucknow,2017-05-19,143.66,82.47,9.48,34.67,6.24,19.54,1.27,3.59,13.5,2.38,3.66,0.0,289.0
2017-05-20,35.2,24.4,32.1603819784525,Lucknow,2017-05-20,122.47,95.726,9.2,34.29,6.24,8.292,1.18,3.82,15.7,2.49,3.97,0.0,326.0
2017-05-21,36.4,26.4,32.1603819784525,Lucknow,2017-05-21,139.19,33.036,7.81,23.7,6.24,8.292,1.21,2.38,14.86,1.87,2.07,0.0,288.0
2017-05-22,35.7,19.737306753458093,43.1,Lucknow,2017-05-22,163.59,71.638,7.66,23.25,6.24,8.292,1.22,3.04,17.02,1.97,2.93,0.0,317.0
2017-05-23,34.8,27.1,42.1,Lucknow,2017-05-23,125.66,69.99600000000001,8.53,23.33,6.24,19.336,1.22,5.1,15.66,2.2,3.58,0.0,314.0
2017-05-24,36.7,26.8,32.1603819784525,Lucknow,2017-05-24,152.46,172.22199999999998,8.35,41.85,16.3,8.922,1.27,4.16,21.4,2.31,3.37,0.0,312.0
2017-05-25,36.3,28.1,32.1603819784525,Lucknow,2017-05-25,151.47,81.52399999999999,9.58,39.1,7.09,5.327999999999999,2.95,4.25,46.73,2.49,3.64,0.0,346.0
2017-05-26,35.2,19.737306753458093,32.1603819784525,Lucknow,2017-05-26,131.7,118.548,9.17,30.43,6.24,4.01,4.99,4.24,44.63,2.11,3.06,0.0,339.0
2017-05-27,30.5,23.8,41.4,Lucknow,2017-05-27,65.4,178.412,5.64,7.83,6.24,8.152,1.6,4.69,60.87,0.54,0.51,0.0,210.0
2017-05-28,31.7,19.737306753458093,32.1603819784525,Lucknow,2017-05-28,57.72,133.03,5.16,8.69,6.24,8.35,1.97,3.67,35.16,1.1,1.38,0.0,81.0
2017-05-29,31.2,22.8,41.5,Lucknow,2017-05-29,60.92,103.314,6.13,14.29,6.24,7.27,1.43,3.55,33.64,2.1,2.34,0.0,100.0
2017-05-30,30.9,25.3,32.1603819784525,Lucknow,2017-05-30,40.0,118.85,6.3,9.02,6.24,7.547999999999999,1.09,4.13,50.48,0.7,0.68,0.0,74.0
2017-05-31,33.5,25.1,32.1603819784525,Lucknow,2017-05-31,39.74,59.434000000000005,6.47,10.23,6.24,7.449999999999998,1.16,4.04,46.76,0.71,0.68,0.0,70.0
2017-06-01,33.8,19.737306753458093,32.1603819784525,Lucknow,2017-06-01,85.74,91.1,10.72,32.57,6.24,3.832,1.42,4.41,33.71,2.08,2.68,0.0,101.0
2017-06-02,35.5,26.4,32.1603819784525,Lucknow,2017-06-02,77.99,96.08,6.17,16.37,6.24,27.502,1.14,5.69,44.74,2.57,3.55,0.0,182.0
2017-06-03,38.1,28.6,32.1603819784525,Lucknow,2017-06-03,115.52,53.61,7.88,26.03,6.24,5.728,1.72,6.13,51.77,3.49,4.69,0.0,179.0
2017-06-04,39.0,27.9,32.1603819784525,Lucknow,2017-06-04,150.57,81.524,10.5,45.77,6.24,5.208,1.4,4.87,36.67,3.75,6.02,0.0,304.0
2017-06-05,37.5,30.1,45.4,Lucknow,2017-06-05,147.38,143.31,7.72,27.01,6.24,10.244,1.36,4.18,27.98,4.06,5.41,0.0,321.0
2017-06-06,30.6,19.737306753458093,42.6,Lucknow,2017-06-06,54.14,60.908,3.65,13.17,6.24,20.678,1.18,4.66,9.41,2.73,4.17,0.0,221.0
2017-06-07,31.7,26.1,35.4,Lucknow,2017-06-07,45.04,58.742,3.62,12.7,6.24,12.913999999999998,1.2,4.09,8.36,2.91,4.5,0.0,73.0
2017-06-08,34.0,27.6,32.1603819784525,Lucknow,2017-06-08,74.54,66.648,5.27,17.12,6.24,13.624,1.2,5.22,15.85,3.03,4.61,0.0,106.0
2017-06-09,36.2,27.6,32.1603819784525,Lucknow,2017-06-09,70.03,111.892,5.8,17.65,6.24,58.00600000000001,1.12,5.11,28.79,2.9,4.16,0.0,150.0
2017-06-10,36.2,30.3,32.1603819784525,Lucknow,2017-06-10,99.83,57.298,5.37,18.44,6.24,41.384,4.39,4.58,35.01,3.08,3.71,0.0,253.0
2017-06-11,35.5,28.9,32.1603819784525,Lucknow,2017-06-11,95.04,63.668000000000006,4.98,16.05,6.24,13.79,1.15,4.5,51.08,3.08,4.94,0.0,190.0
2017-06-12,36.2,19.737306753458093,32.1603819784525,Lucknow,2017-06-12,111.82,49.772000000000006,5.45,21.52,7.15,16.363999999999997,1.19,5.26,54.38,3.01,4.96,0.0,231.0
2017-06-13,37.2,26.7,32.1603819784525,Lucknow,2017-06-13,144.61,112.88,9.21,40.14,12.7,13.706,1.57,4.21,33.68,2.98,5.0,0.0,256.0
2017-06-14,37.9,29.6,32.1603819784525,Lucknow,2017-06-14,67.45057794890306,118.12710293078136,17.574729662029362,28.560659061126955,32.30912333307031,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,3.280840304500585,8.700972080037227,3.070127823498511,166.4635814889336
2017-06-15,35.5,28.4,44.0,Lucknow,2017-06-15,67.45057794890306,118.12710293078136,17.574729662029362,28.560659061126955,32.30912333307031,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,3.280840304500585,8.700972080037227,3.070127823498511,166.4635814889336
2017-06-16,29.3,19.737306753458093,40.9,Lucknow,2017-06-16,212.17,62.214,9.11,29.65,36.19799999999999,7.144,1.32,3.48,19.38,2.97,4.98,1.124,94.8
2017-06-17,32.9,25.1,32.1603819784525,Lucknow,2017-06-17,402.47,64.65799999999999,7.35,24.59,31.084,7.26,1.31,3.85,27.63,3.01,5.02,1.214,458.0
2017-06-18,35.3,27.8,32.1603819784525,Lucknow,2017-06-18,54.0,90.902,9.23,27.83,36.19799999999999,7.122,1.5,3.14,31.87,3.04,4.98,1.378,323.0
2017-06-19,35.4,29.5,32.1603819784525,Lucknow,2017-06-19,71.85,80.042,8.45,23.64,36.198,7.07,1.26,3.96,40.94,2.3,5.1,1.17,93.0
2017-06-20,31.8,19.737306753458093,39.9,Lucknow,2017-06-20,55.41,50.214,6.31,11.26,0.0,29.364,16.0,3.89,54.02,1.06,2.15,0.0,328.0
2017-06-21,29.3,22.3,32.1603819784525,Lucknow,2017-06-21,67.89,62.35800000000002,7.41,14.44,72.684,8.342,3.14,4.24,19.89,1.79,2.69,1.07,183.0
2017-06-22,32.1,25.5,38.1,Lucknow,2017-06-22,51.28,99.946,6.61,14.26,42.06,8.34,1.15,4.08,17.81,1.39,2.93,1.276,97.0
2017-06-23,32.9,27.6,32.1603819784525,Lucknow,2017-06-23,66.93,85.02799999999999,7.12,19.39,39.54,7.545999999999999,1.28,3.9,19.07,2.34,4.32,1.318,111.0
2017-06-24,34.4,28.3,32.1603819784525,Lucknow,2017-06-24,72.07,95.492,7.05,20.75,31.083999999999996,9.006,1.25,4.64,21.96,2.77,4.57,1.356,152.0
2017-06-25,34.3,28.8,32.1603819784525,Lucknow,2017-06-25,54.58,104.068,6.37,14.33,34.446,8.244,1.29,3.77,18.72,1.83,3.05,1.288,128.0
2017-06-26,35.0,28.6,39.1,Lucknow,2017-06-26,39.02,48.94,5.78,12.17,42.06,8.342,1.22,3.2,17.87,1.52,2.68,1.2879999999999998,78.0
2017-06-27,35.4,29.3,32.1603819784525,Lucknow,2017-06-27,38.85,38.242,6.04,12.47,47.874,8.342,1.3,3.04,17.94,1.49,2.68,1.07,66.0
2017-06-28,35.5,29.8,39.1,Lucknow,2017-06-28,44.5,100.96,6.76,15.31,47.874,8.828,1.18,4.38,16.62,1.5,2.58,1.2879999999999998,70.0
2017-06-29,31.9,19.737306753458093,32.1603819784525,Lucknow,2017-06-29,47.07,87.27799999999999,6.99,14.71,42.06,8.34,1.4,4.0,17.99,1.59,2.99,1.2879999999999998,80.0
2017-06-30,30.7,27.1,38.2,Lucknow,2017-06-30,39.21,68.716,7.69,16.37,34.446,8.244,1.34,3.91,29.09,1.73,3.34,1.2879999999999998,79.0
2017-07-01,29.9,19.737306753458093,32.1603819784525,Lucknow,2017-07-01,38.16,49.63799999999999,10.09,20.32,38.948,9.16,2.65,4.42,19.08,2.0,4.21,1.208,89.0
2017-07-02,29.8,19.737306753458093,35.0,Lucknow,2017-07-02,34.75,91.39,8.41,18.36,34.446,8.244,1.19,3.25,21.33,1.56,3.16,1.378,106.0
2017-07-03,29.9,19.737306753458093,32.1603819784525,Lucknow,2017-07-03,28.98,49.59400000000001,9.13,17.27,42.06,8.34,1.2,3.46,26.4,1.46,3.04,1.2879999999999998,78.0
2017-07-04,28.6,25.9,33.9,Lucknow,2017-07-04,28.2,48.666,7.78,13.45,42.06,8.244,1.42,3.35,22.26,1.56,3.14,1.2879999999999998,61.0
2017-07-05,26.8,23.3,32.9,Lucknow,2017-07-05,30.74,48.656,7.62,13.2,39.852,9.56,1.09,3.0,22.87,1.14,2.9,1.2760000000000002,61.0
2017-07-06,27.9,23.8,32.1603819784525,Lucknow,2017-07-06,24.48,41.906000000000006,9.65,21.06,59.962,11.458,1.26,3.59,14.5,0.63,2.6,1.2760000000000002,53.0
2017-07-07,29.1,25.8,32.1603819784525,Lucknow,2017-07-07,29.46,47.97,8.7,13.61,45.73,12.532,1.32,2.87,13.87,0.6,3.14,1.144,58.0
2017-07-08,30.2,26.3,32.1603819784525,Lucknow,2017-07-08,25.21,40.734,8.83,13.3,60.13800000000001,8.454,1.34,3.66,13.64,0.59,2.48,0.966,69.0
2017-07-09,30.1,25.7,34.0,Lucknow,2017-07-09,18.4,44.888,7.44,14.22,70.03,7.468000000000001,1.23,4.29,13.79,0.66,2.15,0.966,64.0
2017-07-10,27.0,24.8,30.9,Lucknow,2017-07-10,30.2,49.722,9.35,16.64,70.03,8.454,1.37,3.61,12.47,0.59,2.32,0.966,75.0
2017-07-11,27.6,24.8,32.1603819784525,Lucknow,2017-07-11,16.02,37.04,8.0,11.99,70.03,7.468000000000001,1.86,2.79,13.01,0.62,1.97,0.966,58.0
2017-07-12,28.4,24.3,31.1,Lucknow,2017-07-12,21.53,38.132,9.11,14.36,64.70800000000001,7.467999999999999,1.21,3.01,13.23,0.52,1.55,0.966,43.0
2017-07-13,29.3,25.7,34.1,Lucknow,2017-07-13,28.37,54.55,8.84,15.31,70.03,7.468000000000001,1.35,4.0,16.19,0.66,1.99,0.966,55.0
2017-07-14,31.3,25.8,35.1,Lucknow,2017-07-14,55.44,109.484,8.41,13.94,70.03,7.468000000000001,1.65,3.56,18.06,0.55,1.9,0.966,82.0
2017-07-15,30.6,27.6,33.6,Lucknow,2017-07-15,57.07,129.58599999999998,8.81,15.99,70.03,10.514,1.59,3.67,14.93,0.5,1.68,0.966,96.0
2017-07-16,33.4,27.3,32.1603819784525,Lucknow,2017-07-16,47.24,67.976,7.66,11.49,63.1,1.926,1.63,2.85,19.58,0.31,1.07,0.332,87.0
2017-07-17,30.8,27.0,35.8,Lucknow,2017-07-17,40.79,79.214,8.68,14.62,70.03,10.514,1.98,2.19,15.33,0.46,1.53,0.966,73.0
2017-07-18,32.7,27.4,32.1603819784525,Lucknow,2017-07-18,46.12,105.652,16.12,26.27,70.03,10.514,1.44,3.5,15.11,0.52,1.68,0.966,78.0
2017-07-19,30.9,19.737306753458093,32.1603819784525,Lucknow,2017-07-19,41.46,85.168,19.46,29.1,70.03,15.774,1.93,3.99,11.18,0.47,1.56,0.966,83.0
2017-07-20,31.2,24.4,35.8,Lucknow,2017-07-20,41.48,81.9,14.66,24.74,64.708,11.652,1.27,3.45,9.69,0.5,1.5,0.966,69.0
2017-07-21,28.2,19.737306753458093,33.5,Lucknow,2017-07-21,56.67,86.28200000000001,15.64,25.77,0.0,19.926,4.62,3.79,9.71,0.43,1.31,0.0,83.0
2017-07-22,30.1,25.2,33.1,Lucknow,2017-07-22,47.17,101.904,14.87,24.2,70.03,19.926,1.52,2.72,10.49,0.5,1.53,0.966,122.0
2017-07-23,29.3,26.4,32.1,Lucknow,2017-07-23,47.46,96.85,14.62,23.2,64.708,10.514,1.21,3.5,14.95,0.5,1.48,0.966,79.0
2017-07-24,29.6,25.7,32.1603819784525,Lucknow,2017-07-24,45.11,103.706,16.78,26.67,64.70800000000001,7.468000000000001,1.25,3.35,12.65,0.5,1.53,0.966,80.0
2017-07-25,28.6,19.737306753458093,32.1603819784525,Lucknow,2017-07-25,37.14,68.92999999999999,15.81,25.15,64.708,15.774,1.2,4.3,10.83,0.5,1.54,0.966,68.0
2017-07-26,30.5,24.0,34.1,Lucknow,2017-07-26,46.49,92.102,12.49,31.82,70.03,15.656,1.13,4.31,10.83,0.83,2.03,0.966,66.0
2017-07-27,29.0,19.737306753458093,32.8,Lucknow,2017-07-27,47.36,101.546,6.93,14.54,1.08,23.586,12.12,4.42,13.47,1.48,3.08,0.0,149.0
2017-07-28,30.4,26.1,33.1,Lucknow,2017-07-28,49.58,80.436,7.75,14.39,32.202,8.34,1.14,4.4,13.69,1.49,3.08,1.2879999999999998,84.0
2017-07-29,30.8,26.7,32.1603819784525,Lucknow,2017-07-29,38.49,49.19,10.44,21.49,53.29,19.354000000000003,1.91,3.64,10.35,1.49,3.1,1.0699999999999998,85.0
2017-07-30,30.2,26.6,33.1,Lucknow,2017-07-30,40.43,66.19800000000001,8.2,23.18,56.078,24.7,3.36,3.68,10.78,1.55,2.99,1.0699999999999998,78.0
2017-07-31,30.9,26.4,35.1,Lucknow,2017-07-31,28.38,44.798,9.31,14.31,70.03,19.926,1.18,4.39,10.29,0.76,1.98,0.966,64.0
2017-08-01,29.3,27.0,34.3,Lucknow,2017-08-01,32.39,33.912,10.17,17.62,32.202,15.766000000000002,1.18,4.47,10.84,1.5,3.09,1.2879999999999998,57.0
2017-08-02,29.0,19.737306753458093,32.6,Lucknow,2017-08-02,37.85,63.38000000000001,12.39,23.02,48.436,12.154,1.57,4.55,9.17,1.49,3.08,1.0699999999999998,76.0
2017-08-03,30.1,26.6,32.1603819784525,Lucknow,2017-08-03,42.88,72.78999999999999,13.19,21.6,42.06,8.943999999999999,1.35,4.81,8.33,1.5,3.09,1.2879999999999998,78.0
2017-08-04,30.9,26.6,34.1,Lucknow,2017-08-04,57.19,108.356,15.81,22.19,72.684,8.943999999999999,2.52,4.51,27.11,1.53,3.1,1.0699999999999998,125.0
2017-08-05,30.7,27.1,32.1603819784525,Lucknow,2017-08-05,66.28,117.26000000000002,23.68,21.63,53.29,8.943999999999999,1.8,5.64,38.87,1.55,3.11,1.0699999999999998,156.0
2017-08-06,31.0,26.8,32.1603819784525,Lucknow,2017-08-06,35.62,39.338,10.99,18.3,42.06,8.943999999999999,1.39,4.78,27.85,1.5,3.11,1.2879999999999998,158.0
2017-08-07,30.9,26.0,32.1603819784525,Lucknow,2017-08-07,46.27,107.298,11.76,74.77,53.29,15.766000000000002,1.87,3.84,11.44,1.54,3.1,1.0699999999999998,126.0
2017-08-08,30.8,26.3,32.1603819784525,Lucknow,2017-08-08,26.24,52.274,9.44,24.89,53.29,8.943999999999999,1.83,5.63,8.35,1.5,3.07,1.0699999999999998,80.0
2017-08-09,29.3,19.737306753458093,34.8,Lucknow,2017-08-09,42.18,64.022,15.98,17.26,48.436,8.244,1.68,7.82,7.31,1.56,3.1,1.0699999999999998,70.0
2017-08-10,29.3,26.8,32.1603819784525,Lucknow,2017-08-10,88.74,80.534,11.43,22.55,42.06,8.943999999999999,1.44,7.15,6.31,1.48,3.06,1.0699999999999998,146.0
2017-08-11,29.7,25.4,32.3,Lucknow,2017-08-11,39.71,98.308,13.29,31.26,42.06,8.244,1.46,7.36,8.05,1.51,3.09,1.0699999999999998,126.0
2017-08-12,30.0,26.7,32.1603819784525,Lucknow,2017-08-12,38.97,73.074,9.37,30.55,42.06,20.814,1.47,6.97,10.19,1.55,3.1,1.0699999999999998,84.0
2017-08-13,29.4,26.1,32.1,Lucknow,2017-08-13,46.39,70.386,6.52,24.96,34.446,8.943999999999999,1.16,6.86,8.89,1.49,3.11,1.2879999999999998,81.0
2017-08-14,29.8,25.9,32.1603819784525,Lucknow,2017-08-14,119.08,51.79,14.02,27.26,42.06,12.154,1.33,7.16,9.1,1.49,3.12,1.2879999999999998,175.0
2017-08-15,31.2,19.737306753458093,32.1603819784525,Lucknow,2017-08-15,50.79,89.58,7.19,27.91,42.06,12.422,1.48,6.77,9.68,1.5,3.1,1.0699999999999998,134.0
2017-08-16,31.6,26.6,35.1,Lucknow,2017-08-16,67.23,77.486,6.26,41.39,48.436,8.244,1.71,7.68,6.52,1.66,3.13,1.0699999999999998,97.0
2017-08-17,31.9,27.1,37.1,Lucknow,2017-08-17,76.76,116.274,4.81,43.53,72.684,8.244,3.77,10.36,5.69,1.87,3.11,1.0699999999999998,172.0
2017-08-18,29.8,19.737306753458093,35.4,Lucknow,2017-08-18,39.01,75.192,7.95,57.74,58.238,8.943999999999999,2.05,6.94,5.22,1.55,3.12,1.07,129.0
2017-08-19,30.4,25.8,33.8,Lucknow,2017-08-19,44.23,69.514,3.71,16.23,39.852,17.254,1.12,3.0,11.1,1.0,3.0,1.2760000000000002,66.0
2017-08-20,31.4,27.1,32.1603819784525,Lucknow,2017-08-20,45.75,65.64200000000001,2.89,13.93,72.684,13.836000000000002,2.68,2.61,8.87,1.01,3.0,1.0699999999999998,110.0
2017-08-21,31.3,26.8,32.1603819784525,Lucknow,2017-08-21,47.44,105.4,6.93,40.65,31.03,9.8,0.88,6.18,13.03,1.26,2.85,1.276,72.0
2017-08-22,30.5,27.0,34.8,Lucknow,2017-08-22,43.99,95.034,12.14,47.89,42.06,11.284,1.23,6.19,14.16,1.5,3.1,1.2879999999999998,75.0
2017-08-23,27.2,19.737306753458093,34.6,Lucknow,2017-08-23,43.33,93.548,22.04,46.85,42.06,8.943999999999999,1.32,6.27,8.38,1.51,3.1,1.288,75.0
2017-08-24,30.6,24.3,32.1603819784525,Lucknow,2017-08-24,49.51,111.964,19.4,32.88,32.202,8.943999999999999,1.1,6.1,12.04,1.5,3.09,1.2879999999999998,73.0
2017-08-25,28.9,24.8,34.1,Lucknow,2017-08-25,34.82,63.876,14.23,50.54,34.446,12.59,1.15,6.41,11.49,1.56,3.11,1.2879999999999998,76.0
2017-08-26,27.4,23.6,32.5,Lucknow,2017-08-26,36.6,78.45,21.37,29.57,42.06,8.943999999999999,1.24,5.98,12.11,1.5,3.09,1.2879999999999998,63.0
2017-08-27,27.2,19.737306753458093,32.1603819784525,Lucknow,2017-08-27,21.59,40.744,24.06,72.49,42.06,8.943999999999999,1.29,5.97,13.56,1.49,3.11,1.2879999999999998,56.0
2017-08-28,28.9,23.3,32.1,Lucknow,2017-08-28,11.61,75.43999999999998,11.22,17.95,34.446,8.943999999999999,1.34,6.46,13.54,1.63,3.14,1.2879999999999998,50.0
2017-08-29,29.6,26.7,32.1603819784525,Lucknow,2017-08-29,22.21,37.888,5.27,15.26,34.446,8.943999999999999,1.13,4.85,18.2,1.5,3.11,1.2879999999999998,41.0
2017-08-30,29.8,19.737306753458093,32.1603819784525,Lucknow,2017-08-30,33.11,64.586,9.59,13.48,68.19800000000001,9.56,1.65,4.41,26.77,1.11,2.87,1.0699999999999998,55.0
2017-08-31,30.7,26.1,32.1603819784525,Lucknow,2017-08-31,31.44,85.45,7.56,16.14,78.882,30.274,4.68,4.64,19.36,1.37,2.89,0.898,108.0
2017-09-01,29.8,25.5,32.1603819784525,Lucknow,2017-09-01,20.76,42.36,7.39,14.04,48.436,8.943999999999999,1.62,4.62,18.1,1.5,3.1,1.0699999999999998,70.0
2017-09-02,29.7,25.7,33.1,Lucknow,2017-09-02,21.69,39.884,6.56,13.09,48.436,8.943999999999999,1.68,4.69,18.2,1.5,3.1,1.0699999999999998,72.0
2017-09-03,29.3,26.2,32.1603819784525,Lucknow,2017-09-03,25.72,50.970000000000006,8.26,11.18,43.054,10.584,1.62,4.61,14.84,1.7,3.14,1.0699999999999998,66.0
2017-09-04,30.9,25.8,32.1603819784525,Lucknow,2017-09-04,32.27,66.62,10.02,14.94,33.762,10.962,1.54,5.54,14.14,1.71,3.15,1.0699999999999998,83.0
2017-09-05,30.8,26.9,32.1603819784525,Lucknow,2017-09-05,41.31,96.402,6.4,19.7,42.06,11.284,1.31,5.11,14.73,1.5,3.11,1.2879999999999998,73.0
2017-09-06,31.5,26.5,36.1,Lucknow,2017-09-06,47.98,80.596,11.35,33.03,42.06,8.244,1.49,4.62,18.19,1.5,3.1,1.0699999999999998,84.0
2017-09-07,31.4,26.6,32.1603819784525,Lucknow,2017-09-07,48.66,107.66,12.7,31.39,34.446,11.284,1.17,5.11,15.15,1.54,3.11,1.2879999999999998,77.0
2017-09-08,31.7,26.6,35.9,Lucknow,2017-09-08,57.46,88.65,14.32,32.49,34.446,8.943999999999999,1.09,5.14,20.56,1.61,3.12,1.2879999999999998,96.0
2017-09-09,31.1,27.1,35.4,Lucknow,2017-09-09,59.67,76.234,14.04,43.52,34.446,8.512,1.13,5.02,19.36,1.73,3.14,1.2879999999999998,95.0
2017-09-10,31.7,26.3,32.1603819784525,Lucknow,2017-09-10,72.6,111.104,17.81,48.73,34.446,8.244,1.2,4.38,30.02,1.61,3.13,1.2879999999999998,116.0
2017-09-11,31.9,27.2,32.1603819784525,Lucknow,2017-09-11,86.0,157.51600000000002,18.06,29.13,34.446,8.943999999999999,1.18,5.37,26.2,1.5,3.11,1.2879999999999998,171.0
2017-09-12,31.5,19.737306753458093,32.1603819784525,Lucknow,2017-09-12,74.71,117.016,17.14,52.22,34.446,8.244,1.17,4.28,29.4,1.5,3.1,1.2879999999999998,163.0
2017-09-13,31.3,25.9,36.3,Lucknow,2017-09-13,81.77,118.54,15.46,51.42,34.446,8.244,1.14,4.75,29.14,1.5,3.11,1.288,153.0
2017-09-14,30.3,28.1,35.7,Lucknow,2017-09-14,76.58,116.274,10.17,18.06,32.202,8.943999999999999,1.11,4.9,23.29,1.49,3.09,1.288,173.0
2017-09-15,31.1,19.737306753458093,32.1603819784525,Lucknow,2017-09-15,53.51,89.62,10.91,24.96,30.964,10.25,1.28,5.46,30.61,1.61,3.14,1.2879999999999998,120.0
2017-09-16,31.4,26.7,35.2,Lucknow,2017-09-16,43.46,79.61399999999999,9.4,32.36,42.06,8.244,1.25,4.64,32.14,1.5,3.11,1.2879999999999998,79.0
2017-09-17,31.0,27.2,35.4,Lucknow,2017-09-17,44.81,80.816,12.03,33.74,34.446,8.943999999999999,1.16,4.83,31.59,1.5,3.11,1.288,76.0
2017-09-18,30.2,19.737306753458093,32.1603819784525,Lucknow,2017-09-18,40.76,89.638,9.45,34.34,72.684,9.722,3.23,5.15,27.24,1.5,3.1,1.0699999999999998,75.0
